"Numeración","Puesto Institucional ","Régimen laboral al que pertenece ","Número de partida presupuestaria","Grado jerárquico o escala al que pertenece el puesto","Remuneración mensual unificada","Remuneración unificada (anual)","Décimo Tercera Remuneración","Décima Cuarta Remuneración","Horas suplementarias y extraordinarias","Encargos y subrogaciones","Total ingresos adicionales","","","","","","","","","","","",""
"1319","INSPECTOR","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1320","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1321","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1322","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1323","PINTOR","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","578","6936","64.23","35.42","192.8","0","292.45","","","","","","","","","","","",""
"1324","COORDINADOR DE DESARROLLO ORGANIZACIONAL","LOSEP","1.07.01.001.001.5.1.01.05","Servidor Público 5","1212","6625.6","101","35.42","0","0","136.42","","","","","","","","","","","",""
"1325","COCINERA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Servicios 2","553","6636","46.08","35.42","0","0","81.5","","","","","","","","","","","",""
"1326","ANALISTA DE REVISIÓN VEHICULAR","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1327","AUXILIAR DE ELECTRICIDAD","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","56.99","35.42","122.85","0","215.26","","","","","","","","","","","",""
"1328","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1329","CONTADORA","LOSEP","3.01.01.001.001.5.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"1330","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1331","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","63.36","35.42","199.37","0","298.15","","","","","","","","","","","",""
"1332","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","60.79","35.42","168.48","0","264.69","","","","","","","","","","","",""
"1333","OFICINISTA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1334","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","67.33","35.42","246.96","0","349.71","","","","","","","","","","","",""
"1335","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1336","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1337","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","6732","61.77","35.42","180.18","0","277.37","","","","","","","","","","","",""
"1338","ESPECIALISTA EN DISEÑO GRAFICO","LOSEP","1.08.01.001.001.5.1.01.05","Servidor Público 4","1086","6561.2","90.5","35.42","0","0","125.92","","","","","","","","","","","",""
"1339","SARGENTO","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1340","AYUDANTE DE EQUIPO Y/O MAQUINARIA PESADA","CODIGO DE TRABAJO","3.06.02.001.001.7.1.01.06","","561","6732","60.35","35.42","163.22","0","258.99","","","","","","","","","","","",""
"1341","JORNALERO","CODIGO DE TRABAJO","1.01.02.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1342","JORNALERO","CODIGO DE TRABAJO","4.01.05.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1343","ANALISTA DE RECURSOS HUMANOS 1","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1344","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1345","SECRETARIA","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","9049","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1346","TERAPISTA DE LENGUAJE","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Servicios 1","527","6324","43.92","35.42","0","0","79.34","","","","","","","","","","","",""
"1347","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","55.33","35.42","102.96","0","193.71","","","","","","","","","","","",""
"1348","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1349","PEON","CODIGO DE TRABAJO","3.07.02.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1350","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1351","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1352","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","53.77","35.42","84.24","0","173.43","","","","","","","","","","","",""
"1353","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1354","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","4.01.01.001.004.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1355","INSPECTOR","LOSEP","4.01.05.001.001.5.1.01.05","Servidor Público de Apoyo 2","622","7464","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"1356","INSPECTOR","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1357","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1358","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","65.18","35.42","221.13","0","321.73","","","","","","","","","","","",""
"1359","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1360","PROFESORA PARVULARIA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1361","JORNALERA","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1362","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","4.01.01.001.004.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1363","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1364","JORNALERO","CODIGO DE TRABAJO","2.01.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1365","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1366","ALBAÑIL","CODIGO DE TRABAJO","3.06.02.004.005.7.1.01.06","","578","6936","60.22","35.42","144.6","0","240.24","","","","","","","","","","","",""
"1367","INSPECTOR DE PLAZAS Y MERCADOS","CODIGO DE TRABAJO","1.01.01.001.001.5.1.01.06","","773","9276","64.42","35.42","0","0","99.84","","","","","","","","","","","",""
"1368","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1369","CONSERJE","CODIGO DE TRABAJO","1.01.01.001.001.5.1.01.06","","561","6732","65.47","35.42","224.64","0","325.53","","","","","","","","","","","",""
"1370","BARRENDERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6470.2","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1371","TECNICO OPERADOR DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES","LOSEP-SOC","3.03.06.001.001.7.1.05.10","Servidor Público de Apoyo 4","733","8673.83","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1372","TECNICO ELECTROMECANICO","LOSEP","3.03.01.001.001.7.1.01.05","Servidor Público 5","1212","14544","107.73","35.42","80.8","0","223.95","","","","","","","","","","","",""
"1373","CHOFER","CODIGO DE TRABAJO","3.03.01.001.001.6.1.01.06","","598.28","7179.36","59.82","35.42","119.52","0","214.76","","","","","","","","","","","",""
"1374","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1375","SECRETARIA","LOSEP","3.03.01.001.001.6.1.01.05","Servidor Público de Apoyo 4","733","2858.7","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1376","INSPECTOR 1","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1377","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1378","INSPECTORA","LOSEP","3.03.02.001.001.7.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1379","PEON","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","3197.7","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1380","INSPECTOR DE PLAZAS Y MERCADOS","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","773","9276","64.42","35.42","0","0","99.84","","","","","","","","","","","",""
"1381","COORDINADOR DEL SISTEMA DE DISEÑO TECNICO ARQUITECTONICO","LOSEP","3.01.01.001.001.7.1.01.05","Servidor Público 5","1212","7918.4","101","35.42","0","0","136.42","","","","","","","","","","","",""
"1382","CHOFER","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","596","7152","61.24","35.42","138.88","0","235.54","","","","","","","","","","","",""
"1383","OPERADOR DE MAQUINARIA O EQUIPO PESADO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","738","8856","61.5","35.42","0","0","96.92","","","","","","","","","","","",""
"1384","GUARDALMACEN 1","LOSEP","3.03.01.001.001.7.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1385","OPERADOR DE RETRO-EXCAVADORA","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","738","8856","71.51","35.42","120.12","0","227.05","","","","","","","","","","","",""
"1386","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1387","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","58.55","35.42","141.57","0","235.54","","","","","","","","","","","",""
"1388","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","65.47","35.42","224.64","0","325.53","","","","","","","","","","","",""
"1389","ALBAÑIL","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","578","6936","61.82","35.42","163.88","0","261.12","","","","","","","","","","","",""
"1390","ADMINISTRADOR DE MERCADOS","LOSEP","3.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1391","COORDINADOR DE MERCADOS","LOSEP","3.06.01.001.001.7.1.01.05","Servidor Público 6","1412","10542.93","117.67","35.42","0","0","153.09","","","","","","","","","","","",""
"1392","ESPECIALISTA DE MANTENIMIENTO DE AGUA POTABLE 1","LOSEP-SOC","3.03.01.001.001.7.1.05.10","Servidor Público 4","1204","11986.27","100.33","35.42","0","0","135.75","","","","","","","","","","","",""
"1393","JORNALERO","CODIGO DE TRABAJO","1.01.02.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1394","AUXILIAR DE ENFERMERIA","CODIGO DE TRABAJO","2.03.01.014.001.7.1.01.06","","805","9660","67.08","35.42","0","0","102.5","","","","","","","","","","","",""
"1395","PEON","CODIGO DE TRABAJO","3.03.01.001.001.6.1.01.06","","561","6732","49.99","35.42","38.84","0","124.25","","","","","","","","","","","",""
"1396","LINIERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","590.01","7080.12","49.17","35.42","0","0","84.59","","","","","","","","","","","",""
"1397","CADENERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1398","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1399","JEFE DE SANEAMIENTO AMBIENTAL","LOSEP","3.02.01.001.001.5.1.01.05","Servidor Público 6","1412","20107.45","134.33","35.42","199.92","0","369.67","","","","","","","","","","","",""
"1400","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","61.57","35.42","177.84","0","274.83","","","","","","","","","","","",""
"1401","AUXILIAR DE VETERINARIA","LOSEP","3.07.01.001.001.7.1.01.05","Servidor Público de Apoyo 2","622","7464","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"1402","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1403","COORDINADOR DE RIESGOS","LOSEP","3.02.02.001.001.7.1.01.05","Servidor Público 5","1212","4848","101","35.42","0","0","136.42","","","","","","","","","","","",""
"1404","ALBAÑIL","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","578","6936","48.17","35.42","0","0","83.59","","","","","","","","","","","",""
"1405","OPERADOR DE MOTONIVELADORA","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","738","8856","67.15","35.42","67.76","0","170.33","","","","","","","","","","","",""
"1406","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","3309.9","53.77","35.42","84.24","0","173.43","","","","","","","","","","","",""
"1407","DIGITADOR","LOSEP","4.01.03.001.001.7.1.01.05","Servidor Público de Apoyo 2","622","7464","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"1408","MÚSICO DE BANDA MUNICIPAL","CODIGO DE TRABAJO","2.01.02.001.001.7.1.01.06","","596","7152","49.67","35.42","0","0","85.09","","","","","","","","","","","",""
"1409","OPERADOR DE MAQUINARIA O EQUIPO PESADO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","738","8856","69.46","35.42","95.48","0","200.36","","","","","","","","","","","",""
"1410","COORDINADOR DEL FIAVL","LOSEP","2.01.02.008.002.7.1.01.05","Servidor Público 5","1212","7918.4","101","35.42","0","0","136.42","","","","","","","","","","","",""
"1411","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1412","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1413","CHOFER","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","596","7152","49.67","35.42","0","0","85.09","","","","","","","","","","","",""
"1414","TECNICO ADMINISTRATIVO","LOSEP","1.07.01.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1415","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","56.11","35.42","112.32","0","203.85","","","","","","","","","","","",""
"1416","INSPECTOR","LOSEP","3.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1417","AUXILIAR DE MECANICA","CODIGO DE TRABAJO","4.01.01.001.002.7.1.01.05","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1418","AYUDANTE DE AVALUOS Y CATASTROS","LOSEP","3.04.03.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1419","SWITCHER","LOSEP","1.08.02.002.001.6.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1420","CONTROLADOR OPERACIONAL","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","622.05","7464.6","51.84","35.42","0","0","87.26","","","","","","","","","","","",""
"1421","CHOFER DE VEHICULOS PESADOS","CODIGO DE TRABAJO","3.06.02.004.006.7.1.01.06","","631","7572","55.87","35.42","39.45","0","130.74","","","","","","","","","","","",""
"1422","OFICINISTA","LOSEP","3.07.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1423","AYUDANTE DE CONTABILIDAD","LOSEP","3.07.01.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1424","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1425","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1426","ENFERMERA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1427","OPERADOR DE MAQUINARIA O EQUIPO PESADO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","738","8856","61.5","35.42","0","0","96.92","","","","","","","","","","","",""
"1428","OFICINISTA","LOSEP","3.06.01.001.001.7.1.01.05","Servidor Público de Apoyo 2","622","7464","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"1429","INSPECTOR","LOSEP","3.01.01.001.001.7.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1430","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
